section,experiment,data_type,activation,learning_rate,hidden_layers,epochs,train_time_sec,accuracy,f1_macro,initial_loss,final_loss,loss_drop
2,S2_raw_relu_lr0_001,raw,relu,0.001,"(16,)",400,0.06972934899931715,0.3888888888888889,0.18666666666666668,20.212970005621063,1.0854225135474456,19.127547492073617
3,S3_std_relu_lr0_001,standardized,relu,0.001,"(16,)",400,0.07143682900095882,0.9166666666666666,0.9201956039524096,0.9398415267498104,0.12526057223835535,0.8145809545114551
4,S4_std_relu_lr0_001,standardized,relu,0.001,"(16,)",400,0.07928647699918656,0.9166666666666666,0.9201956039524096,0.9398415267498104,0.12526057223835535,0.8145809545114551
4,S4_std_sigmoid_lr0_001,standardized,sigmoid,0.001,"(16,)",400,0.07907842100030393,0.9166666666666666,0.9201956039524096,1.0492653548710504,0.6836874340192073,0.36557792085184315
5,S5_std_relu_lr0_001,standardized,relu,0.001,"(16,)",400,0.06974176400035503,0.9166666666666666,0.9201956039524096,0.9398415267498104,0.12526057223835535,0.8145809545114551
5,S5_std_relu_lr1_0,standardized,relu,1.0,"(16,)",400,0.08526798300044902,0.9444444444444444,0.9457411645054665,0.9398415267498104,6.317815989510506e-05,0.9397783485899153
5,S5_std_relu_lr1e_7,standardized,relu,1e-07,"(16,)",400,0.07023879900043539,0.5833333333333334,0.5804830917874396,0.9398415267498104,0.9394061942494342,0.0004353325003761954
